Restaurant Name,Location,Rating,Votes,Cost for Two,Online Order,Book Table,Restaurant Type,Service Type,Chain Name
"Hicks, Maldonado and Villarreal",Marathahalli,2.0,68541,1965,Yes,Yes,Casual Dining,Cafes,Brew and Barbeque
"Oliver, Stewart and Johnson",Church Street,5.0,112964,4868,Yes,Yes,Delivery,Buffet,The Fatty Bao
Harrison LLC,Indiranagar,4.6,142375,3086,Yes,Yes,Quick Bites,Dine-out,Windmills Craftworks
Mcclain Ltd,Koramangala,2.2,89152,4468,No,Yes,Casual Dining,Desserts,Windmills Craftworks
Moon and Sons,Jayanagar,2.7,40385,2341,Yes,Yes,Casual Dining,Buffet,TBC Sky Lounge
"Warner, Johnston and Terrell",Marathahalli,3.5,23169,4081,Yes,No,Dessert Parlor,Dine-out,The Fatty Bao
Ellis-Martin,Koramangala,3.7,138691,976,Yes,No,Cafe,Desserts,Brew and Barbeque
Kent LLC,BTM,4.1,144840,5323,No,No,Quick Bites,Delivery,Nagarjuna
"Cochran, Carlson and Jenkins",JP Nagar,3.2,51739,1055,Yes,No,Quick Bites,Buffet,Brew and Barbeque
"Jenkins, Bell and Chung",Church Street,3.2,128162,3474,No,No,Dessert Parlor,Buffet,Truffles
"Garcia, Bowman and Harrison",Marathahalli,2.8,54955,3156,No,Yes,Quick Bites,Cafes,The Black Pearl
Murray Ltd,Marathahalli,2.4,19139,4990,No,Yes,Dessert Parlor,Delivery,Empire
Torres LLC,MG Road,4.3,46974,3741,No,Yes,Quick Bites,Dine-out,Nagarjuna
Potts LLC,Church Street,1.5,128462,3526,Yes,No,Casual Dining,Delivery,The Black Pearl
Valdez-Ryan,Whitefield,1.8,27866,2938,No,Yes,Cafe,Cafes,Biergarten
Wiggins-Vincent,JP Nagar,2.9,65838,4291,Yes,Yes,Cafe,Desserts,Nagarjuna
"Harris, Barron and Daniels",Indiranagar,1.8,137524,3425,Yes,No,Cafe,Buffet,Nagarjuna
Jones Ltd,Indiranagar,2.6,149612,933,No,No,Quick Bites,Desserts,Toit
"Reynolds, Sanchez and Barber",Jayanagar,3.1,99858,3982,Yes,No,Delivery,Dine-out,Toit
Williams Inc,Church Street,3.9,30987,569,Yes,Yes,Delivery,Dine-out,The Fatty Bao
Hubbard-Gonzales,Koramangala,2.3,45479,668,No,No,Dessert Parlor,Desserts,Truffles
Booker-Williams,HSR,4.6,95187,5282,No,Yes,Cafe,Cafes,Truffles
"Rogers, Reid and Klein",Church Street,2.2,128170,4024,Yes,Yes,Casual Dining,Cafes,Windmills Craftworks
Bowman Inc,Church Street,1.8,122311,5737,No,Yes,Quick Bites,Buffet,Toit
King-Calderon,Church Street,3.0,89225,3528,No,Yes,Casual Dining,Desserts,Brew and Barbeque
Morales-Roberts,Church Street,3.2,90913,4303,No,No,Dessert Parlor,Cafes,TBC Sky Lounge
Vasquez LLC,JP Nagar,5.0,107678,2443,No,No,Casual Dining,Dine-out,The Fatty Bao
"Graham, Kelly and Chambers",JP Nagar,2.0,103717,4236,No,No,Dessert Parlor,Buffet,Windmills Craftworks
"Miller, Hebert and Jones",BTM,3.3,101524,3354,No,No,Delivery,Delivery,Brew and Barbeque
"Trevino, Kelly and Hunt",BTM,4.4,62561,2453,No,No,Cafe,Delivery,Biergarten
"Robinson, Clark and Fitzpatrick",Koramangala,1.6,95573,2177,No,No,Quick Bites,Desserts,Toit
Clay PLC,MG Road,4.0,137430,5206,No,No,Quick Bites,Desserts,Windmills Craftworks
"Thompson, Johnson and Schultz",BTM,4.6,62144,3812,No,No,Dessert Parlor,Delivery,Truffles
Hart-Hanna,MG Road,1.5,60190,4558,Yes,Yes,Dessert Parlor,Cafes,The Fatty Bao
"Wallace, Hernandez and Santos",Church Street,2.2,31694,2228,No,No,Cafe,Desserts,Toit
Sullivan-Young,Koramangala,4.3,7658,4088,Yes,No,Quick Bites,Delivery,Windmills Craftworks
Woods PLC,Whitefield,2.7,101282,1989,Yes,No,Casual Dining,Cafes,The Black Pearl
Cobb-Miller,Indiranagar,4.3,37012,3539,No,Yes,Dessert Parlor,Buffet,Nagarjuna
Patel Group,Jayanagar,2.2,76386,3432,No,No,Delivery,Cafes,The Fatty Bao
Jackson-Spencer,Jayanagar,4.1,64927,1989,Yes,No,Quick Bites,Desserts,Nagarjuna
"Sparks, Evans and Lane",Marathahalli,2.4,88005,5071,Yes,Yes,Dessert Parlor,Cafes,The Black Pearl
Townsend LLC,Indiranagar,4.6,5553,1666,No,No,Casual Dining,Buffet,Empire
Lopez-Munoz,Whitefield,3.9,85966,1141,No,No,Dessert Parlor,Cafes,Nagarjuna
Callahan-Johns,Marathahalli,3.2,123042,1856,Yes,Yes,Casual Dining,Buffet,The Black Pearl
Jones-Aguilar,Koramangala,2.4,84271,3863,No,No,Delivery,Desserts,Nagarjuna
Harris Ltd,JP Nagar,4.5,6020,3017,Yes,No,Casual Dining,Dine-out,Truffles
"Williams, Martin and Lester",Indiranagar,4.0,138384,4053,No,No,Delivery,Delivery,Truffles
Hudson-Lopez,Whitefield,3.7,142026,5772,Yes,Yes,Dessert Parlor,Dine-out,TBC Sky Lounge
"Rodgers, Hanson and Powers",Jayanagar,4.7,57267,4869,Yes,Yes,Quick Bites,Buffet,Truffles
"Morse, Fletcher and Rodriguez",Koramangala,2.8,136565,2637,Yes,Yes,Quick Bites,Buffet,The Fatty Bao
Harris Inc,MG Road,3.1,87688,5880,Yes,No,Dessert Parlor,Delivery,Toit
Moore Ltd,Jayanagar,4.5,95264,1175,Yes,No,Cafe,Delivery,Truffles
"Davis, Watkins and Mccormick",Indiranagar,4.9,138346,1879,No,No,Dessert Parlor,Cafes,Empire
"Park, Estrada and Ramsey",JP Nagar,4.3,59778,2283,No,No,Quick Bites,Buffet,Brew and Barbeque
"Sandoval, White and Griffin",Koramangala,3.9,1907,2584,No,Yes,Delivery,Dine-out,Empire
Benson-Adkins,Indiranagar,3.7,49592,1164,No,Yes,Delivery,Cafes,TBC Sky Lounge
Campbell-Hernandez,Whitefield,3.0,136130,2867,No,No,Cafe,Delivery,Empire
Hernandez-Peterson,MG Road,3.8,82703,5013,Yes,Yes,Quick Bites,Dine-out,Toit
Sloan-Francis,Marathahalli,3.7,97460,3769,Yes,No,Quick Bites,Buffet,Nagarjuna
Vaughn PLC,Church Street,4.2,32567,3162,Yes,Yes,Casual Dining,Dine-out,Nagarjuna
Martinez and Sons,Church Street,3.8,105445,3321,Yes,Yes,Casual Dining,Desserts,Biergarten
Fisher Ltd,JP Nagar,2.8,104749,3088,No,Yes,Quick Bites,Delivery,Truffles
Thomas and Sons,Church Street,3.7,30769,3093,No,Yes,Quick Bites,Buffet,TBC Sky Lounge
Watson-Bishop,HSR,1.6,38275,5344,No,Yes,Casual Dining,Desserts,Brew and Barbeque
Scott-Jones,Indiranagar,1.6,33570,1842,Yes,Yes,Casual Dining,Buffet,Empire
Herring Inc,HSR,4.3,14550,2665,Yes,Yes,Dessert Parlor,Dine-out,Toit
"Bentley, Oconnor and Melendez",BTM,2.5,75477,3872,Yes,No,Delivery,Buffet,Nagarjuna
Garcia LLC,Marathahalli,4.6,137749,1431,No,No,Cafe,Dine-out,Empire
"Lloyd, Anderson and Miller",Whitefield,2.8,22199,4589,Yes,No,Quick Bites,Dine-out,Empire
"Phillips, Lee and Jimenez",HSR,3.0,71965,1277,No,Yes,Dessert Parlor,Cafes,Biergarten
Meyer Group,BTM,2.8,122441,5816,No,Yes,Cafe,Cafes,Nagarjuna
"Richardson, Cooper and Pierce",Indiranagar,2.4,134569,1215,No,No,Cafe,Cafes,Empire
West-Perez,Marathahalli,2.9,88767,322,No,No,Dessert Parlor,Delivery,Brew and Barbeque
Rivera-Schultz,Indiranagar,3.3,35721,5560,No,No,Delivery,Cafes,Toit
Ross-Oneill,JP Nagar,4.7,7025,3834,No,No,Cafe,Cafes,Nagarjuna
Page-Wright,JP Nagar,2.8,87209,4364,Yes,Yes,Dessert Parlor,Dine-out,Biergarten
"Goodman, Rogers and Long",Marathahalli,3.0,86448,2657,No,No,Delivery,Buffet,Windmills Craftworks
"Russell, Rosario and Thompson",BTM,3.5,47174,3230,No,Yes,Quick Bites,Dine-out,Empire
Cole PLC,Marathahalli,2.0,75627,5007,Yes,No,Dessert Parlor,Buffet,Nagarjuna
"Castillo, Baker and Mathews",Indiranagar,1.6,16295,2534,No,No,Dessert Parlor,Cafes,Empire
Lyons-Obrien,Koramangala,3.5,109076,3983,No,Yes,Delivery,Buffet,Biergarten
Ellis-Trujillo,JP Nagar,3.9,89379,3655,No,Yes,Quick Bites,Cafes,Brew and Barbeque
Gonzalez-Yates,Church Street,2.3,7840,1582,No,No,Delivery,Cafes,Nagarjuna
Brown and Sons,Indiranagar,2.8,32496,1468,Yes,No,Quick Bites,Buffet,The Fatty Bao
Mitchell-Richardson,BTM,2.2,16460,2518,No,Yes,Quick Bites,Cafes,The Black Pearl
Johnson-Harrison,Marathahalli,4.7,12966,657,No,No,Cafe,Cafes,Empire
Pitts-Trevino,JP Nagar,4.3,92597,3113,No,No,Delivery,Dine-out,The Black Pearl
"Dixon, Guzman and Howell",Jayanagar,5.0,56289,1867,No,No,Delivery,Buffet,Empire
Morris-Long,Indiranagar,3.5,93365,263,No,Yes,Casual Dining,Desserts,The Fatty Bao
"Davis, Bautista and Grant",Indiranagar,2.5,20839,4080,Yes,No,Cafe,Buffet,Empire
Harvey-Hill,BTM,4.2,24517,5326,No,Yes,Quick Bites,Buffet,Empire
Werner Inc,Jayanagar,4.6,63598,761,No,Yes,Dessert Parlor,Desserts,Empire
Michael Inc,MG Road,3.4,6417,920,Yes,No,Cafe,Desserts,TBC Sky Lounge
Garrett and Sons,Church Street,1.8,28328,3226,Yes,Yes,Casual Dining,Dine-out,The Fatty Bao
"Jones, Castro and Lang",Koramangala,1.7,49780,5819,Yes,Yes,Dessert Parlor,Buffet,TBC Sky Lounge
Morris-Elliott,Marathahalli,3.6,48491,219,Yes,No,Dessert Parlor,Dine-out,The Black Pearl
"Young, Miller and Perkins",MG Road,3.4,55389,4527,No,No,Delivery,Desserts,The Black Pearl
Riley PLC,Jayanagar,4.2,113328,3511,Yes,No,Quick Bites,Delivery,Empire
Bell-Chandler,JP Nagar,2.5,24312,1720,No,Yes,Delivery,Buffet,Windmills Craftworks
Weber-Anderson,Marathahalli,2.5,108282,2714,No,Yes,Cafe,Buffet,Empire
King-Young,JP Nagar,4.2,43644,4254,No,No,Quick Bites,Buffet,Nagarjuna
"Keller, Moore and Erickson",BTM,3.3,144101,4086,No,No,Cafe,Desserts,Nagarjuna
Welch LLC,HSR,2.6,138022,3852,Yes,No,Cafe,Buffet,Nagarjuna
"Yang, Ramsey and Mayo",JP Nagar,4.9,149179,5251,No,Yes,Casual Dining,Cafes,Brew and Barbeque
Murray-Arnold,Jayanagar,2.9,37804,1805,No,Yes,Quick Bites,Buffet,Nagarjuna
Woods-Duran,Indiranagar,4.5,148212,3272,No,No,Delivery,Buffet,Empire
Wilkinson-Hobbs,Whitefield,4.9,31922,5617,Yes,Yes,Dessert Parlor,Dine-out,TBC Sky Lounge
"Stewart, Thomas and Knox",HSR,2.4,146859,4219,Yes,Yes,Casual Dining,Dine-out,Truffles
Jones-Collier,JP Nagar,2.3,146285,2410,Yes,No,Casual Dining,Dine-out,Empire
Reed-Morgan,Jayanagar,3.2,78863,5990,No,No,Dessert Parlor,Dine-out,Toit
Payne-Hunt,Koramangala,4.3,85956,4985,No,No,Delivery,Buffet,Brew and Barbeque
"Hammond, Cook and Mullins",Marathahalli,3.3,147235,5745,Yes,Yes,Cafe,Cafes,The Black Pearl
Griffin-Thomas,HSR,4.7,125571,5538,No,No,Cafe,Desserts,Windmills Craftworks
"Tucker, Smith and Lewis",JP Nagar,4.9,58780,1556,No,Yes,Cafe,Buffet,The Black Pearl
"Moore, Long and Pratt",Koramangala,4.9,93105,1780,No,No,Quick Bites,Delivery,Toit
Larsen-Davis,Koramangala,2.0,133730,3733,No,No,Delivery,Delivery,Brew and Barbeque
"Sheppard, Thompson and Morrison",HSR,1.7,85415,878,Yes,No,Casual Dining,Cafes,The Fatty Bao
Ball PLC,BTM,3.7,61727,2033,No,No,Casual Dining,Desserts,The Black Pearl
"Sanders, Miranda and Woodard",Koramangala,5.0,48671,1722,No,No,Delivery,Dine-out,Biergarten
"Hudson, Long and Thompson",Marathahalli,3.9,12493,2486,Yes,Yes,Quick Bites,Desserts,The Black Pearl
"Ellis, Chambers and Joseph",Indiranagar,2.9,132499,5243,Yes,No,Casual Dining,Delivery,Brew and Barbeque
Smith-Flores,HSR,1.9,21380,4531,No,No,Delivery,Cafes,Nagarjuna
"Kline, Gibbs and Rogers",Jayanagar,2.8,5496,2934,Yes,No,Casual Dining,Dine-out,Brew and Barbeque
Crosby Group,Church Street,3.7,25092,1126,No,Yes,Cafe,Desserts,TBC Sky Lounge
Steele-Nash,Indiranagar,2.6,1645,5340,No,No,Cafe,Delivery,TBC Sky Lounge
Jones Ltd,Indiranagar,3.0,2851,5077,Yes,Yes,Casual Dining,Buffet,Empire
Harris Group,Church Street,3.1,88916,1847,No,Yes,Cafe,Buffet,TBC Sky Lounge
"Rosales, Hernandez and Rodriguez",HSR,1.7,64452,877,Yes,No,Cafe,Dine-out,The Black Pearl
Jones-Smith,HSR,2.9,107812,3078,No,Yes,Quick Bites,Dine-out,TBC Sky Lounge
"Cox, Norris and Hill",Jayanagar,1.8,108490,3114,No,Yes,Delivery,Dine-out,Windmills Craftworks
"Carey, Randall and Stuart",Marathahalli,2.6,88712,1427,No,No,Quick Bites,Delivery,TBC Sky Lounge
Brooks-Mcknight,Jayanagar,3.7,124022,670,Yes,No,Cafe,Delivery,Toit
"Simon, Olson and Johnson",Indiranagar,4.6,93397,5813,No,No,Casual Dining,Buffet,Nagarjuna
Mercado Group,Indiranagar,2.6,19936,781,Yes,Yes,Dessert Parlor,Delivery,The Fatty Bao
Perry and Sons,Marathahalli,4.5,53122,1676,Yes,No,Quick Bites,Desserts,TBC Sky Lounge
"Weber, Daugherty and Franklin",JP Nagar,1.6,97154,2433,No,No,Casual Dining,Buffet,Brew and Barbeque
Golden-Le,Marathahalli,4.4,115972,4965,No,Yes,Quick Bites,Delivery,Empire
Lloyd-Wells,JP Nagar,1.6,71158,1647,No,No,Delivery,Desserts,Brew and Barbeque
Kim-Alexander,BTM,4.1,6445,1368,Yes,No,Casual Dining,Delivery,Brew and Barbeque
Davenport-Ellis,Koramangala,3.4,8602,2789,Yes,Yes,Dessert Parlor,Dine-out,TBC Sky Lounge
Ryan PLC,Koramangala,2.9,95699,2230,Yes,No,Quick Bites,Dine-out,Toit
Peterson Inc,BTM,3.2,96558,5933,No,Yes,Delivery,Delivery,Toit
Mercado-Carter,Church Street,4.4,73884,1179,No,No,Quick Bites,Buffet,Truffles
Odonnell-Lee,Indiranagar,3.7,38472,985,No,Yes,Cafe,Buffet,Toit
"Cooper, Tran and Mcguire",Whitefield,4.4,89403,5965,Yes,Yes,Quick Bites,Desserts,Truffles
Dixon-Price,Whitefield,3.1,141325,3264,No,Yes,Delivery,Buffet,Nagarjuna
Winters-Williams,Marathahalli,2.8,92967,5150,Yes,No,Quick Bites,Desserts,TBC Sky Lounge
Brown PLC,Indiranagar,4.2,18147,668,No,No,Dessert Parlor,Delivery,The Fatty Bao
"Gray, Conley and Stevens",Church Street,4.2,49608,2226,Yes,No,Dessert Parlor,Dine-out,The Fatty Bao
Smith-Evans,Koramangala,3.8,7331,4452,No,No,Casual Dining,Buffet,Brew and Barbeque
"Arnold, Brown and Coleman",Koramangala,4.7,93056,1422,No,Yes,Cafe,Buffet,Toit
Smith Ltd,Marathahalli,4.5,100200,3220,Yes,No,Delivery,Dine-out,Toit
Johnson-Dyer,Marathahalli,3.4,83984,3684,Yes,Yes,Delivery,Delivery,Nagarjuna
"Ortiz, Greene and Singh",HSR,2.9,33740,5373,No,Yes,Casual Dining,Desserts,The Fatty Bao
"Christian, Green and Harper",MG Road,4.5,5244,1162,Yes,Yes,Delivery,Delivery,Nagarjuna
"Hunt, Phillips and Skinner",Whitefield,3.6,149896,228,Yes,No,Casual Dining,Delivery,TBC Sky Lounge
King Group,HSR,3.2,106497,5662,Yes,Yes,Cafe,Desserts,Truffles
Reed PLC,Marathahalli,4.4,129971,607,Yes,No,Dessert Parlor,Buffet,Biergarten
Freeman and Sons,Jayanagar,3.3,26370,1061,No,No,Dessert Parlor,Buffet,Windmills Craftworks
"Walters, Estrada and Davis",Jayanagar,1.6,128685,3883,Yes,No,Dessert Parlor,Cafes,The Fatty Bao
Luna-Miller,Church Street,3.9,43850,1423,Yes,No,Casual Dining,Dine-out,Brew and Barbeque
Rojas-Good,Jayanagar,2.3,149152,5630,No,No,Dessert Parlor,Desserts,Biergarten
Arnold Group,BTM,1.7,130030,3123,Yes,No,Delivery,Cafes,Empire
Baldwin-Garcia,Jayanagar,3.7,49591,3174,Yes,Yes,Casual Dining,Buffet,Truffles
Juarez Ltd,Koramangala,3.3,73974,4288,No,Yes,Cafe,Desserts,Nagarjuna
Armstrong PLC,BTM,3.8,80460,1970,Yes,No,Delivery,Desserts,Nagarjuna
"Ingram, Lucero and Banks",Church Street,3.1,32567,1653,No,Yes,Casual Dining,Delivery,Nagarjuna
Thompson Inc,JP Nagar,1.7,99615,2282,No,Yes,Quick Bites,Buffet,Truffles
"Hughes, Newman and House",Whitefield,3.5,149064,3642,Yes,Yes,Cafe,Dine-out,Toit
Riddle-Mcintyre,JP Nagar,3.7,64318,4747,No,Yes,Casual Dining,Cafes,The Fatty Bao
Oneill-Payne,MG Road,2.0,125168,3263,Yes,Yes,Cafe,Cafes,Biergarten
"Scott, Hendricks and Juarez",Jayanagar,3.9,13972,1312,No,No,Cafe,Buffet,Empire
"Johnson, Villarreal and Santos",Whitefield,1.9,146425,1491,No,Yes,Cafe,Cafes,The Black Pearl
Baker Inc,Marathahalli,2.3,43316,1244,Yes,Yes,Casual Dining,Buffet,Truffles
Johnson-Small,MG Road,3.0,2126,2201,No,No,Cafe,Delivery,Brew and Barbeque
Williams-Rojas,BTM,4.9,129757,4152,Yes,No,Cafe,Dine-out,The Black Pearl
Baker-Johnson,HSR,3.8,55501,2672,No,Yes,Cafe,Dine-out,Empire
"Krause, Jackson and Peck",Whitefield,1.7,86629,4254,No,Yes,Dessert Parlor,Dine-out,Truffles
Davis-Bradford,HSR,1.7,71227,4423,Yes,Yes,Delivery,Desserts,Brew and Barbeque
Parker Ltd,Marathahalli,3.8,109508,1727,No,Yes,Quick Bites,Desserts,The Black Pearl
"Rhodes, Benson and Carroll",Jayanagar,3.4,120756,239,No,No,Casual Dining,Buffet,Nagarjuna
Hill-Wilson,Koramangala,2.3,71466,2379,Yes,Yes,Casual Dining,Delivery,Windmills Craftworks
Smith Group,HSR,4.5,124251,2333,Yes,No,Cafe,Desserts,Biergarten
"Hayes, Wilkinson and Hale",Whitefield,4.7,376,1074,Yes,No,Dessert Parlor,Desserts,The Black Pearl
Smith-Oneal,JP Nagar,4.9,64345,3228,No,No,Quick Bites,Desserts,Windmills Craftworks
Lee Group,MG Road,4.6,20342,1025,Yes,No,Delivery,Delivery,TBC Sky Lounge
"Cunningham, Mills and Washington",Koramangala,3.1,103719,635,Yes,No,Cafe,Dine-out,The Fatty Bao
Harvey-Weber,HSR,2.6,87650,2848,No,No,Quick Bites,Delivery,Biergarten
Zuniga-Rangel,Whitefield,4.4,89580,2253,No,Yes,Quick Bites,Dine-out,Nagarjuna
"Kelly, Rodriguez and Roman",Koramangala,1.5,21862,3843,Yes,No,Quick Bites,Cafes,The Fatty Bao
Mason-Gill,Jayanagar,4.7,89275,2323,No,Yes,Casual Dining,Buffet,Toit
Henderson-Figueroa,JP Nagar,4.7,137763,830,Yes,No,Dessert Parlor,Cafes,The Black Pearl
Allen-Miller,Jayanagar,2.2,34996,810,No,Yes,Quick Bites,Delivery,Biergarten
Smith Ltd,HSR,2.5,27979,4194,No,No,Casual Dining,Buffet,Empire
Hanna-Webster,Indiranagar,4.7,88466,3772,No,Yes,Dessert Parlor,Cafes,Windmills Craftworks
Flowers Ltd,Whitefield,2.2,51667,3761,No,No,Casual Dining,Dine-out,Empire
Kirk-Porter,BTM,4.9,17662,2893,No,No,Dessert Parlor,Delivery,Truffles
"Morton, Lester and Zhang",Church Street,1.8,97844,4078,Yes,Yes,Cafe,Dine-out,Windmills Craftworks
Proctor-Christensen,Church Street,2.1,22461,4991,Yes,Yes,Cafe,Dine-out,Nagarjuna
Roy PLC,Church Street,4.7,70876,4326,Yes,No,Casual Dining,Cafes,Toit
"Jackson, Norris and Romero",Whitefield,2.3,134550,3164,No,Yes,Dessert Parlor,Delivery,Windmills Craftworks
Mccarthy PLC,HSR,2.9,40337,246,Yes,Yes,Casual Dining,Delivery,Truffles
Crawford-Henderson,Koramangala,4.6,39894,623,No,No,Delivery,Desserts,Empire
"Donovan, Ramirez and Kelly",MG Road,4.9,102509,3503,No,No,Dessert Parlor,Delivery,Empire
Davis Ltd,HSR,3.1,32679,2225,No,No,Cafe,Desserts,The Black Pearl
Erickson Inc,Jayanagar,2.6,71604,5884,Yes,No,Quick Bites,Dine-out,The Black Pearl
Cook-Ruiz,MG Road,3.8,24940,1005,Yes,Yes,Dessert Parlor,Cafes,Biergarten
"Davis, Robinson and White",JP Nagar,1.9,105560,4571,Yes,Yes,Cafe,Dine-out,Empire
Gibbs LLC,Koramangala,4.8,3252,1227,Yes,No,Delivery,Dine-out,The Fatty Bao
"Martinez, Hernandez and Gordon",Marathahalli,4.4,63631,1495,Yes,Yes,Cafe,Dine-out,Windmills Craftworks
"Mccormick, Jensen and Moon",HSR,2.3,111135,3812,Yes,No,Delivery,Buffet,Toit
Fry-Bowman,Koramangala,4.2,51889,5539,No,No,Delivery,Buffet,Windmills Craftworks
Lopez Ltd,Indiranagar,4.9,130874,4187,Yes,Yes,Casual Dining,Buffet,Brew and Barbeque
Lee-Johnson,HSR,4.3,13578,367,Yes,Yes,Casual Dining,Cafes,The Black Pearl
White and Sons,Indiranagar,3.9,129259,1384,No,No,Quick Bites,Cafes,Windmills Craftworks
Foster-Haynes,HSR,3.0,75858,730,No,Yes,Dessert Parlor,Dine-out,Truffles
Rosales PLC,Jayanagar,4.1,61334,4958,No,Yes,Quick Bites,Desserts,The Black Pearl
"Bush, Levine and Parker",MG Road,2.1,134041,4923,Yes,No,Quick Bites,Dine-out,Truffles
"Ramos, Hayden and Ball",MG Road,3.8,135269,374,No,Yes,Cafe,Dine-out,TBC Sky Lounge
"Gould, Phillips and Ballard",BTM,4.7,119707,5528,Yes,Yes,Dessert Parlor,Desserts,Nagarjuna
"Bradley, West and Hurst",BTM,3.5,18563,860,No,Yes,Casual Dining,Dine-out,Brew and Barbeque
Martin Inc,JP Nagar,2.6,122583,667,No,Yes,Delivery,Delivery,Truffles
"Allen, Smith and Williams",Marathahalli,2.8,146440,4718,No,No,Dessert Parlor,Desserts,Nagarjuna
"Baldwin, Barr and Alexander",Jayanagar,2.2,90843,3936,No,No,Delivery,Dine-out,The Black Pearl
Monroe LLC,JP Nagar,3.4,3020,2865,No,Yes,Dessert Parlor,Cafes,Empire
"Foster, Smith and Mathis",Koramangala,4.1,72860,1603,Yes,No,Dessert Parlor,Cafes,Brew and Barbeque
Jones Inc,Whitefield,2.2,49536,5999,Yes,No,Dessert Parlor,Delivery,Brew and Barbeque
"Knox, Nolan and Cruz",Koramangala,1.8,108398,1905,No,Yes,Casual Dining,Delivery,Nagarjuna
Carter-Atkinson,Jayanagar,3.2,89827,1078,Yes,No,Quick Bites,Buffet,Brew and Barbeque
Smith-Rangel,Church Street,1.5,87874,449,No,Yes,Delivery,Dine-out,Truffles
Soto-Jimenez,HSR,2.0,68381,1300,No,No,Dessert Parlor,Buffet,Toit
"Sanchez, Hogan and Fischer",JP Nagar,4.6,45226,1973,Yes,Yes,Dessert Parlor,Delivery,Truffles
Gill Ltd,Whitefield,4.6,137983,5296,Yes,No,Cafe,Buffet,Brew and Barbeque
"Dorsey, Anderson and Murray",HSR,4.8,31468,778,Yes,No,Cafe,Desserts,The Fatty Bao
Chavez-Smith,JP Nagar,4.2,130569,1981,Yes,Yes,Cafe,Desserts,TBC Sky Lounge
Delgado-Miller,JP Nagar,5.0,27575,332,No,Yes,Quick Bites,Delivery,The Fatty Bao
"Wolf, Harper and Edwards",BTM,4.2,68014,5715,Yes,Yes,Quick Bites,Desserts,The Black Pearl
"Garcia, Decker and Kerr",MG Road,4.3,63830,5975,No,No,Dessert Parlor,Cafes,The Black Pearl
"Perez, Ryan and Banks",Indiranagar,4.7,33823,754,Yes,No,Casual Dining,Cafes,Toit
West-Crawford,MG Road,1.8,11948,1303,No,No,Casual Dining,Buffet,Empire
Williams-Lewis,Marathahalli,3.4,50226,1705,Yes,No,Dessert Parlor,Desserts,Nagarjuna
Welch-Mcdonald,Marathahalli,4.5,2826,1917,Yes,Yes,Cafe,Dine-out,Windmills Craftworks
Doyle LLC,Marathahalli,2.4,53731,2713,No,Yes,Casual Dining,Delivery,The Fatty Bao
Myers Ltd,BTM,1.7,11802,370,No,No,Casual Dining,Delivery,Toit
Day-Cooper,Koramangala,1.9,31980,2120,No,No,Cafe,Buffet,Nagarjuna
"Johnson, Rowland and Robles",Koramangala,2.0,123835,1402,Yes,Yes,Dessert Parlor,Cafes,The Fatty Bao
Thornton LLC,Marathahalli,2.0,22314,4206,No,Yes,Dessert Parlor,Desserts,Empire
"Fisher, Greene and Giles",Church Street,3.4,145165,3918,No,No,Delivery,Buffet,Brew and Barbeque
"Bryant, Watson and Wallace",Whitefield,2.3,125939,4006,Yes,Yes,Quick Bites,Desserts,Empire
Browning Group,Whitefield,3.4,58522,5235,No,Yes,Casual Dining,Cafes,Empire
Anderson PLC,Marathahalli,2.3,72076,3159,Yes,No,Cafe,Cafes,Empire
Patterson-Payne,Jayanagar,4.8,22159,5485,No,Yes,Cafe,Delivery,Empire
Daniels PLC,MG Road,4.6,8037,4284,No,No,Casual Dining,Dine-out,The Black Pearl
Valencia-Madden,BTM,4.6,83633,4377,No,Yes,Dessert Parlor,Delivery,Empire
Thomas Group,BTM,2.3,102586,1348,Yes,No,Cafe,Cafes,Nagarjuna
"French, Wright and Reed",JP Nagar,4.2,47903,3870,Yes,No,Cafe,Delivery,The Fatty Bao
"Cochran, Schneider and Brown",JP Nagar,3.3,110235,3936,Yes,Yes,Casual Dining,Buffet,The Black Pearl
Newton LLC,BTM,2.2,146528,5579,No,Yes,Casual Dining,Cafes,Brew and Barbeque
"Murphy, Wilson and Evans",BTM,4.0,57431,5719,No,No,Cafe,Delivery,Truffles
Lowe Inc,MG Road,4.0,108322,3935,No,Yes,Quick Bites,Delivery,Toit
Cunningham Ltd,Indiranagar,3.1,36667,5763,Yes,No,Casual Dining,Desserts,Windmills Craftworks
Le-Green,Marathahalli,4.2,17849,1222,Yes,No,Delivery,Delivery,Truffles
Kennedy-Norman,BTM,3.8,140890,5875,Yes,No,Casual Dining,Delivery,Windmills Craftworks
Munoz-Summers,MG Road,3.0,126750,870,No,No,Cafe,Dine-out,The Fatty Bao
Walker-Wallace,HSR,4.2,78815,4276,Yes,No,Dessert Parlor,Desserts,The Fatty Bao
Santiago-Dixon,Marathahalli,1.8,4118,1162,No,No,Casual Dining,Dine-out,TBC Sky Lounge
"Long, Wells and Pacheco",HSR,2.6,12332,5876,No,No,Quick Bites,Delivery,Truffles
Atkins Inc,JP Nagar,2.0,98630,5601,No,No,Cafe,Desserts,Toit
Walker-Walker,JP Nagar,3.7,14964,2336,Yes,Yes,Delivery,Buffet,Nagarjuna
"Moyer, Martin and Mckee",Church Street,4.6,131137,5032,Yes,No,Delivery,Desserts,Biergarten
